axis,direction_id,to_index,from_index,to_domain,from_domain,step_kind,swap_fraction,swap_pp,simplex_feasible,training_hull_supported,slope_quality,slope_residual,observed_joint_row,delta_loss,delta_quality,delta_residual,min_convex_weight,status
Q_A_topsis_0_1,00_from_04,0,4,arxiv,wikipedia_en,fraction_of_safe_limit_1.0,0.07432697851903791,7.432697851903791,True,True,-0.07194892485130078,0.22512856591072472,False,0.011385379890577862,-0.0053477461918903695,0.016733126082468196,1.9531250000000017e-05,SUPPORTED_CONDITIONAL_SCENARIO
quality_score_soft_proxy_0_1,00_from_04,0,4,arxiv,wikipedia_en,fixed,0.001,0.1,True,True,0.33969755677075997,0.16780400443872057,False,0.0005075015612097111,0.0003396975567707829,0.0001678040044387196,0.001927110304010377,SUPPORTED_CONDITIONAL_SCENARIO
quality_score_soft_proxy_0_1,00_from_04,0,4,arxiv,wikipedia_en,fixed,0.005,0.5,True,True,0.33969755677075997,0.16780400443872057,False,0.0025375078060476675,0.001698487783853834,0.0008390200221936052,0.0018230515200518857,SUPPORTED_CONDITIONAL_SCENARIO
quality_score_soft_proxy_0_1,00_from_04,0,4,arxiv,wikipedia_en,fixed,0.01,1.0,True,True,0.33969755677075997,0.16780400443872057,False,0.005075015612094447,0.003396975567707628,0.0016780400443872062,0.0016929780401037714,SUPPORTED_CONDITIONAL_SCENARIO
quality_score_soft_proxy_0_1,00_from_04,0,4,arxiv,wikipedia_en,fixed,0.02,2.0,True,True,0.33969755677075997,0.16780400443872057,False,0.010150031224189782,0.006793951135415216,0.0033560800887743984,0.001432831080207543,SUPPORTED_CONDITIONAL_SCENARIO
quality_score_soft_proxy_0_1,00_from_04,0,4,arxiv,wikipedia_en,fixed,0.05,5.0,True,True,0.33969755677075997,0.16780400443872057,False,0.025375078060474454,0.01698487783853802,0.008390200221936057,0.000652390200518857,SUPPORTED_CONDITIONAL_SCENARIO
quality_score_soft_proxy_0_1,00_from_04,0,4,arxiv,wikipedia_en,fraction_of_safe_limit_0.25,0.018581744629759478,1.8581744629759478,True,True,0.33969755677075997,0.16780400443872057,False,0.00943026440959871,0.006312173251267493,0.003118091158331336,0.0014697265625,SUPPORTED_CONDITIONAL_SCENARIO
quality_score_soft_proxy_0_1,00_from_04,0,4,arxiv,wikipedia_en,fraction_of_safe_limit_0.5,0.037163489259518956,3.7163489259518956,True,True,0.33969755677075997,0.16780400443872057,False,0.01886052881919742,0.012624346502534986,0.006236182316662672,0.000986328125,SUPPORTED_CONDITIONAL_SCENARIO
quality_score_soft_proxy_0_1,00_from_04,0,4,arxiv,wikipedia_en,fraction_of_safe_limit_1.0,0.07432697851903791,7.432697851903791,True,True,0.33969755677075997,0.16780400443872057,False,0.03772105763839484,0.025248693005069933,0.012472364633325343,1.9531250000000017e-05,SUPPORTED_CONDITIONAL_SCENARIO
Q_A_topsis_0_1,00_from_05,0,5,arxiv,dm_mathematics,fixed,0.001,0.1,True,True,-0.014389784970260111,1.416123855314102,False,0.0014017340703440517,-1.4389784970269602e-05,0.0014161238553141095,0.0018764201265967372,SUPPORTED_CONDITIONAL_SCENARIO
