dataset_id,subset,domain,n_records,n_unique_ids,mean,median,sd,p10,p90,domain_rank,model,run_id
A1+A2+A3,unique_union,arxiv,17523,17523,63.773424525096694,63.810921900699476,4.7466910142332637,58.146100350782838,69.681043577072046,2,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1+A2+A3,unique_union,book,171,171,57.670400977371237,57.470061863609359,4.8114607813254819,51.664332798202153,64.385665427730558,6,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1+A2+A3,unique_union,c4,10000,10000,65.604706396013526,66.710547945551809,9.2106867132734838,52.506848875538417,76.614819722015653,1,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1+A2+A3,unique_union,commoncrawl,9640,9640,62.976077628194879,63.839470633787784,7.7208409170657806,52.465837980314625,72.062246204928471,3,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1+A2+A3,unique_union,github,203752,203752,49.239195306571339,49.279489613041434,5.9730278821252352,41.7356704730648,56.487146036368479,7,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1+A2+A3,unique_union,stackexchange,10000,10000,60.239770381214484,60.187596727690895,6.37578120305949,52.203894012079026,68.362836646616088,4,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1+A2+A3,unique_union,wikipedia,10000,10000,59.981477650924049,59.708132492931682,7.5393816524121462,50.790554978585803,69.842691923942795,5,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,ALL,272505,261086,52.141032411690574,50.823359825018684,8.3602489481286053,42.583167430150141,64.410436428694481,,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,arxiv,18942,17523,63.796279094464765,63.84904646624031,4.7572870630948438,58.148456810273721,69.729446496242232,2,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,book,171,171,57.670400977371237,57.470061863609359,4.8114607813254819,51.664332798202153,64.385665427730558,6,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,c4,10000,10000,65.604706396013526,66.710547945551809,9.2106867132734838,52.506848875538417,76.614819722015653,1,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,commoncrawl,9640,9640,62.976077628194879,63.839470633787784,7.7208409170657806,52.465837980314625,72.062246204928471,3,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,github,213752,203752,49.239550261779705,49.281026790694753,5.9718813902392789,41.733398519282332,56.484613219867583,7,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,stackexchange,10000,10000,60.239770381214484,60.187596727690895,6.37578120305949,52.203894012079026,68.362836646616088,4,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,wikipedia,10000,10000,59.981477650924049,59.708132492931682,7.5393816524121462,50.790554978585803,69.842691923942795,5,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
