model_a,model_b,domain,n,spearman,mean_abs_rank_gap_pp,conflict10_n,conflict20_n,conflict30_n,conflict20_rate,strong_n,top10_jaccard
CRITIC,BPPGA25,wikipedia,10000,0.95260052288200481,6.4856600000000002,2250,401,40,0.040099999999999997,0,0.77304964539007093
CRITIC,GEO_0.0001,ALL,261086,0.89519898494911843,7.8281822807037278,63550,14055,7275,0.053832836689826344,2828,0.79215430552218824
CRITIC,GEO_0.0001,arxiv,17523,0.93026127604501674,8.0081788724279903,5352,1351,189,0.077098670319009299,1,0.68786127167630062
CRITIC,GEO_0.0001,book,171,0.63812849497204027,19.048596149242503,110,68,39,0.39766081871345027,0,0.25925925925925924
CRITIC,GEO_0.0001,c4,10000,0.97220453552604513,4.9977039999999997,1325,113,13,0.011299999999999999,0,0.7667844522968198
CRITIC,GEO_0.0001,commoncrawl,9640,0.96011760309594929,5.968008040495171,1950,230,37,0.023858921161825725,0,0.71836007130124779
CRITIC,GEO_0.0001,github,203752,0.93368002119024474,7.4299446546669987,53476,12524,4608,0.061466881306686559,34,0.76193358699411973
CRITIC,GEO_0.0001,stackexchange,10000,0.97020327814203278,5.0708160000000007,1204,207,30,0.0207,0,0.77147918511957481
CRITIC,GEO_0.0001,wikipedia,10000,0.97904280817042832,4.2227979999999992,968,49,8,0.0048999999999999998,0,0.87441424554826619
CRITIC,GEO_0.01,ALL,261086,0.89892098872710502,7.6884443870589321,61852,13639,7111,0.05223949196816375,2766,0.79313897187596583
CRITIC,GEO_0.01,arxiv,17523,0.93233768307234943,7.8822615827249942,5241,1307,171,0.074587684757176281,1,0.68786127167630062
CRITIC,GEO_0.01,book,171,0.65302757577939397,18.720290003761843,110,69,38,0.40350877192982454,0,0.25925925925925924
CRITIC,GEO_0.01,c4,10000,0.97301389173413866,4.923881999999999,1284,101,12,0.0101,0,0.7667844522968198
CRITIC,GEO_0.01,commoncrawl,9640,0.96077420332797625,5.9200965031593809,1928,221,34,0.0229253112033195,0,0.71836007130124779
CRITIC,GEO_0.01,github,203752,0.9360119186171324,7.291455709361883,51951,12044,4342,0.05911107621029487,32,0.76437478351229649
CRITIC,GEO_0.01,stackexchange,10000,0.9707390528513905,5.0234799999999993,1175,198,29,0.019800000000000002,0,0.77147918511957481
CRITIC,GEO_0.01,wikipedia,10000,0.97952609904326138,4.1772679999999998,946,44,8,0.0044000000000000003,0,0.8779342723004695
PPGA,EQUAL,ALL,261086,0.78107391220501354,14.289348683590577,137220,68498,30849,0.26235799698183743,1142,0.35959590699612048
PPGA,EQUAL,arxiv,17523,0.12061809069287986,30.91678248203764,13639,10611,8058,0.60554699537750389,1938,0.18658990856755842
PPGA,EQUAL,book,171,0.50192478460172296,22.304298758592388,115,81,46,0.47368421052631576,8,0.17241379310344829
PPGA,EQUAL,c4,10000,0.79680266466002692,13.836564000000001,5223,2533,1032,0.25330000000000003,39,0.26023944549464401
PPGA,EQUAL,commoncrawl,9640,0.66050069143407042,18.185394104784699,5953,3530,1983,0.36618257261410786,118,0.20650813516896119
PPGA,EQUAL,github,203752,0.72212521711481448,16.364812680334676,117361,66010,33762,0.32397228002669914,1973,0.35292164674634796
PPGA,EQUAL,stackexchange,10000,0.56825858955058572,20.368115999999997,6406,4106,2561,0.41060000000000002,299,0.29449838187702265
PPGA,EQUAL,wikipedia,10000,0.52491495570514946,21.872900000000001,6747,4501,2840,0.4501,340,0.22399020807833536
PPGA,GROUP_EQUAL,ALL,261086,0.75718017982283059,15.027007713186695,141604,73631,34844,0.28201818557869823,1699,0.35125763378532243
PPGA,GROUP_EQUAL,arxiv,17523,0.11952578118507383,30.929428403160262,13617,10606,8086,0.60526165610911375,1941,0.18699186991869918
PPGA,GROUP_EQUAL,book,171,0.46477068183454523,23.056667008652241,117,85,49,0.49707602339181284,9,0.17241379310344829
PPGA,GROUP_EQUAL,c4,10000,0.78144005919840054,14.381820000000001,5374,2696,1136,0.26960000000000001,48,0.25944584382871538
PPGA,GROUP_EQUAL,commoncrawl,9640,0.62203997629792929,19.27392348616587,6126,3804,2240,0.39460580912863069,162,0.19233147804576375
PPGA,GROUP_EQUAL,github,203752,0.70473120896379648,16.900675738050705,119949,68728,36102,0.33731202638501706,2308,0.32805370877330203
PPGA,GROUP_EQUAL,stackexchange,10000,0.57692905661729055,20.091035999999999,6357,4069,2476,0.40689999999999998,292,0.29617627997407647
PPGA,GROUP_EQUAL,wikipedia,10000,0.50771334729713324,22.340789999999998,6801,4608,2968,0.46079999999999999,358,0.21654501216545013
PPGA,GROUP_CRITIC,ALL,261086,0.75788305808988632,14.9611488476868,140906,72734,34287,0.27858253602261324,1716,0.33266978026184824
PPGA,GROUP_CRITIC,arxiv,17523,0.1241122970196302,30.804862660525483,13573,10569,8022,0.60315014552302693,1918,0.19713016740690126
PPGA,GROUP_CRITIC,book,171,0.4613555091559266,23.1045449882015,116,83,51,0.4853801169590643,9,0.13333333333333333
PPGA,GROUP_CRITIC,c4,10000,0.78290929547309307,14.355549999999999,5355,2662,1131,0.26619999999999999,45,0.25313283208020049
PPGA,GROUP_CRITIC,commoncrawl,9640,0.630847072328653,19.010836159845734,6086,3702,2171,0.38402489626556019,150,0.20424734540911929
PPGA,GROUP_CRITIC,github,203752,0.7124920841328235,16.675579710750629,118823,67461,35087,0.33109368251599985,2193,0.32120740524592289
PPGA,GROUP_CRITIC,stackexchange,10000,0.57959921083199206,20.034272000000001,6348,4037,2478,0.4037,287,0.29870129870129869
PPGA,GROUP_CRITIC,wikipedia,10000,0.50155715969957149,22.456438000000002,6801,4648,3028,0.46479999999999999,368,0.21065375302663439
PPGA,TOPSIS_CRITIC,ALL,261086,0.83381515308994947,12.591962453448797,127289,55470,20886,0.2124587300736156,362,0.38391815965228454
PPGA,TOPSIS_CRITIC,arxiv,17523,0.11754522686870948,31.013462714752158,13654,10693,8082,0.61022655937910175,1952,0.17073170731707318
PPGA,TOPSIS_CRITIC,book,171,0.55775313797489623,21.162066960774254,117,78,39,0.45614035087719296,7,0.17241379310344829
PPGA,TOPSIS_CRITIC,c4,10000,0.7867953494839538,14.201472000000001,5275,2654,1145,0.26540000000000002,36,0.22925629993853719
PPGA,TOPSIS_CRITIC,commoncrawl,9640,0.67180754515413921,17.940544239940774,5951,3471,1949,0.36006224066390041,92,0.20726361928616155
PPGA,TOPSIS_CRITIC,github,203752,0.75788108358027595,15.173720860414566,111287,59115,28332,0.29013212140248928,1498,0.40769655934779603
PPGA,TOPSIS_CRITIC,stackexchange,10000,0.57147418347874179,20.375455999999996,6446,4123,2575,0.4123,276,0.2730744748567791
PPGA,TOPSIS_CRITIC,wikipedia,10000,0.57990585793505867,20.594326000000002,6594,4268,2654,0.42680000000000001,230,0.21876904326630103
PPGA,TOPSIS_GROUP,ALL,261086,0.76300897574980697,14.740288744124765,139625,69967,32241,0.26798449553020842,1791,0.31926934640357746
PPGA,TOPSIS_GROUP,arxiv,17523,0.11454165209406687,30.973567650690306,13548,10656,8071,0.60811504879301492,1973,0.20578114246386786
PPGA,TOPSIS_GROUP,book,171,0.45285237718098259,23.248178926849285,117,83,51,0.4853801169590643,9,0.13333333333333333
PPGA,TOPSIS_GROUP,c4,10000,0.7609089399730895,15.101272,5473,2896,1338,0.28960000000000002,54,0.22174709835064141
PPGA,TOPSIS_GROUP,commoncrawl,9640,0.59618635665383646,20.018794872677812,6269,3964,2406,0.41120331950207467,168,0.19012345679012346
PPGA,TOPSIS_GROUP,github,203752,0.72797777793793172,16.153070699423061,116506,64093,32125,0.3145637834229848,2103,0.34315567421470716
PPGA,TOPSIS_GROUP,stackexchange,10000,0.57269523785095244,20.204674000000001,6352,4077,2493,0.40770000000000001,297,0.28205128205128205
PPGA,TOPSIS_GROUP,wikipedia,10000,0.50998659548386616,22.317755999999999,6799,4630,3052,0.46300000000000002,337,0.20048019207683074
PPGA,BPPGA20,ALL,261086,0.89084848579336307,9.8859059496183175,96828,36628,11387,0.14029093861792666,49,0.66676242459063484
PPGA,BPPGA20,arxiv,17523,0.14596508837627917,30.335942265348358,13490,10479,7903,0.59801403869200476,1783,0.072872014696876916
PPGA,BPPGA20,book,171,0.63026375788993672,19.554734790191855,111,74,40,0.43274853801169588,1,0.096774193548387094
PPGA,BPPGA20,c4,10000,0.84070190010701906,12.378266,4910,2047,700,0.20469999999999999,13,0.27551020408163263
PPGA,BPPGA20,commoncrawl,9640,0.75846406234137076,15.342990823160759,5393,2905,1358,0.30134854771784231,33,0.24306898774983882
PPGA,BPPGA20,github,203752,0.81901569369565164,12.77431802969677,94271,46986,20807,0.23060387137304172,546,0.56990407211927419
PPGA,BPPGA20,stackexchange,10000,0.68917313700373151,17.070458000000002,5839,3404,1826,0.34039999999999998,145,0.36798905608755128
PPGA,BPPGA20,wikipedia,10000,0.70291734855317323,17.089891999999999,5925,3432,1927,0.34320000000000001,60,0.28287363694676076
PPGA,GEO_0.001,ALL,261086,0.71468984555828674,15.226750559986113,138415,69034,32356,0.26441096037321038,5495,0.36453433678269048
PPGA,GEO_0.001,arxiv,17523,0.087593065071664714,31.819954624559127,13908,11008,8355,0.62820293328767907,1984,0.19224225927186117
PPGA,GEO_0.001,book,171,0.24802361581107346,28.542115522724945,129,96,68,0.56140350877192979,13,0.17241379310344829
PPGA,GEO_0.001,c4,10000,0.7473236995052368,15.537258,5632,3045,1438,0.30449999999999999,61,0.24378109452736318
PPGA,GEO_0.001,commoncrawl,9640,0.58352514787839738,20.388847041201082,6311,4087,2467,0.42396265560165974,198,0.18209687308399755
PPGA,GEO_0.001,github,203752,0.73459600637220246,15.922539121940314,114614,63871,32654,0.31347422356590365,1520,0.36607442172309757
PPGA,GEO_0.001,stackexchange,10000,0.61564118977241167,19.072755999999998,6185,3831,2215,0.3831,247,0.30548302872062666
PPGA,GEO_0.001,wikipedia,10000,0.51785704317057024,22.172575999999999,6790,4586,3005,0.45860000000000001,321,0.21654501216545013
PPGA,BPPGA15,ALL,261086,0.88557682876388299,10.133077701906362,99396,38594,12399,0.14782102449001477,65,0.66204086829206188
PPGA,BPPGA15,arxiv,17523,0.14505155527485489,30.355606461005955,13494,10477,7902,0.59789990298464879,1786,0.072215422276621782
PPGA,BPPGA15,book,171,0.61677826577387385,19.958277760678499,111,74,40,0.43274853801169588,1,0.096774193548387094
PPGA,BPPGA15,c4,10000,0.83384024294240278,12.633827999999999,4989,2136,758,0.21360000000000001,15,0.27226463104325699
PPGA,BPPGA15,commoncrawl,9640,0.7458103785100727,15.75343270604845,5486,3008,1465,0.31203319502074689,41,0.23748395378690629
PPGA,BPPGA15,github,203752,0.8113038648230172,13.075710338966969,96404,48645,22060,0.23874612273744553,634,0.55114004034867348
PPGA,BPPGA15,stackexchange,10000,0.68344888462248876,17.246851999999997,5870,3446,1858,0.34460000000000002,155,0.36239782016348776
PPGA,BPPGA15,wikipedia,10000,0.68907268293872692,17.503461999999999,6014,3540,1996,0.35399999999999998,76,0.27877237851662406
PPGA,BPPGA25,ALL,261086,0.89090407406366823,9.8832535882235142,96807,36595,11385,0.14016454348375632,48,0.66681562819203266
PPGA,BPPGA25,arxiv,17523,0.1459893548724269,30.335604867092297,13490,10478,7904,0.59795697083832677,1783,0.072872014696876916
PPGA,BPPGA25,book,171,0.63077975376196982,19.541055367463493,110,74,40,0.43274853801169588,1,0.096774193548387094
PPGA,BPPGA25,c4,10000,0.84081527856815308,12.374429999999998,4913,2048,701,0.20480000000000001,13,0.27469725940089229
PPGA,BPPGA25,commoncrawl,9640,0.75868559110141809,15.336052237392606,5392,2902,1356,0.30103734439834023,33,0.24306898774983882
PPGA,BPPGA25,github,203752,0.81910633596794746,12.770841960184432,94260,46978,20795,0.23056460795476855,543,0.57014603321388668
PPGA,BPPGA25,stackexchange,10000,0.68947702413077039,17.061446,5837,3401,1822,0.34010000000000001,142,0.36798905608755128
PPGA,BPPGA25,wikipedia,10000,0.70297359201373588,17.088560000000001,5927,3429,1925,0.34289999999999998,60,0.28287363694676076
PPGA,GEO_0.0001,ALL,261086,0.71441964436854832,15.230704815741385,138432,69061,32367,0.26451437457389521,5501,0.36449868039405264
PPGA,GEO_0.0001,arxiv,17523,0.087390829256310198,31.825849975168502,13912,11008,8355,0.62820293328767907,1984,0.19224225927186117
PPGA,GEO_0.0001,book,171,0.24744762041903662,28.555794945453297,128,96,69,0.56140350877192979,13,0.17241379310344829
PPGA,GEO_0.0001,c4,10000,0.74722571627625711,15.540432000000001,5630,3046,1440,0.30459999999999998,61,0.24378109452736318
PPGA,GEO_0.0001,commoncrawl,9640,0.58343683531570856,20.391216576849573,6312,4086,2468,0.42385892116182572,198,0.18209687308399755
PPGA,GEO_0.0001,github,203752,0.73453745333886744,15.924731516702678,114632,63894,32662,0.31358710589343908,1519,0.36607442172309757
PPGA,GEO_0.0001,stackexchange,10000,0.61568141436081458,19.071635999999998,6185,3831,2214,0.3831,247,0.30548302872062666
PPGA,GEO_0.0001,wikipedia,10000,0.51784617961846169,22.172896000000001,6789,4584,3006,0.45839999999999997,321,0.21654501216545013
PPGA,GEO_0.01,ALL,261086,0.71747543176131034,15.185484850519581,138267,68909,32285,0.26393219092559539,5424,0.36449868039405264
PPGA,GEO_0.01,arxiv,17523,0.089221161474751842,31.773422975881346,13886,11000,8346,0.62774639045825487,1985,0.19224225927186117
PPGA,GEO_0.01,book,171,0.25430196558427531,28.31640504770699,127,98,67,0.57309941520467833,12,0.17241379310344829
PPGA,GEO_0.01,c4,10000,0.74822781211827794,15.507166,5617,3041,1431,0.30409999999999998,61,0.24378109452736318
PPGA,GEO_0.01,commoncrawl,9640,0.58436707326302928,20.36662376680842,6305,4077,2464,0.4229253112033195,196,0.18209687308399755
PPGA,GEO_0.01,github,203752,0.73515000953885612,15.901555097600706,114518,63718,32533,0.31272331069142878,1526,0.36579970505429682
PPGA,GEO_0.01,stackexchange,10000,0.61525306942453073,19.082436000000001,6187,3834,2217,0.38340000000000002,247,0.30548302872062666
PPGA,GEO_0.01,wikipedia,10000,0.51795385986753861,22.168336,6791,4586,3009,0.45860000000000001,321,0.21654501216545013
EQUAL,GROUP_EQUAL,ALL,261086,0.99787136258252118,1.2685186752641024,222,0,0,0,0,0.94386330640658156
EQUAL,GROUP_EQUAL,arxiv,17523,0.99931441937542864,0.79281751021653157,0,0,0,0,0,0.92316136114160263
EQUAL,GROUP_EQUAL,book,171,0.99641202870377021,1.7099278410451082,1,0,0,0,0,0.88888888888888884
EQUAL,GROUP_EQUAL,c4,10000,0.99847497494474968,1.1980379999999999,0,0,0,0,0,0.92492781520692979
EQUAL,GROUP_EQUAL,commoncrawl,9640,0.99670034899861848,1.7379392572441934,2,0,0,0,0,0.89205103042198231
EQUAL,GROUP_EQUAL,github,203752,0.99830064977254296,1.2131065976323205,12,0,0,0,0,0.92434831885153002
EQUAL,GROUP_EQUAL,stackexchange,10000,0.99747841494278433,1.4891779999999999,0,0,0,0,0,0.91754554170661551
EQUAL,GROUP_EQUAL,wikipedia,10000,0.99814417947344181,1.30244,0,0,0,0,0,0.96078431372549022
EQUAL,GROUP_CRITIC,ALL,261086,0.99566782256393804,1.7801836061026246,3254,3,0,1.1490466742759092e-05,0,0.91281731931572585
EQUAL,GROUP_CRITIC,arxiv,17523,0.99884961902214953,1.0054989109152306,3,0,0,0,0,0.90228013029315957
EQUAL,GROUP_CRITIC,book,171,0.99593923248614002,1.6894087069525665,2,0,0,0,0,0.78947368421052633
EQUAL,GROUP_CRITIC,c4,10000,0.99757457085974588,1.5119219999999998,0,0,0,0,0,0.89933523266856596
EQUAL,GROUP_CRITIC,commoncrawl,9640,0.99678123958629339,1.6964949811470189,8,0,0,0,0,0.8901960784313725
EQUAL,GROUP_CRITIC,github,203752,0.99654450957449325,1.7367068274030961,283,0,0,0,0,0.89464385344987907
EQUAL,GROUP_CRITIC,stackexchange,10000,0.99663161932231636,1.7323239999999998,11,0,0,0,0,0.91570881226053635
EQUAL,GROUP_CRITIC,wikipedia,10000,0.99317747647977483,2.3986879999999999,153,0,0,0,0,0.92122958693563883
EQUAL,TOPSIS_CRITIC,ALL,261086,0.98774282224296817,2.59603920388358,7164,3094,999,0.011850501367365542,0,0.88997068297803028
EQUAL,TOPSIS_CRITIC,arxiv,17523,0.9914108123920885,2.7742591145460205,301,4,0,0.00022827141471209268,0,0.70677057963955192
EQUAL,TOPSIS_CRITIC,book,171,0.98176254589963285,3.768680961663418,9,3,0,0.017543859649122806,0,0.69999999999999996
EQUAL,TOPSIS_CRITIC,c4,10000,0.99313907856739148,2.4298799999999998,124,0,0,0,0,0.78253119429590012
EQUAL,TOPSIS_CRITIC,commoncrawl,9640,0.99208211810290303,2.5605426042940032,190,2,0,0.00020746887966804979,0,0.78024007386888272
EQUAL,TOPSIS_CRITIC,github,203752,0.99318960639356535,2.4114382317605116,2347,129,22,0.00063312261965526716,0,0.82719038651242038
EQUAL,TOPSIS_CRITIC,stackexchange,10000,0.9946021214980213,2.175268,69,0,0,0,0,0.86219739292364994
EQUAL,TOPSIS_CRITIC,wikipedia,10000,0.99195680371956818,2.6891039999999999,168,0,0,0,0,0.8674136321195145
EQUAL,TOPSIS_GROUP,ALL,261086,0.99280765180054509,2.2963974419324624,5712,40,0,0.00015320622323678788,0,0.86759656652360517
EQUAL,TOPSIS_GROUP,arxiv,17523,0.99262512846614048,2.5767756163739359,232,0,0,0,0,0.7661290322580645
EQUAL,TOPSIS_GROUP,book,171,0.99423044615643108,1.874080913785438,2,1,0,0.0058479532163742687,0,0.78947368421052633
EQUAL,TOPSIS_GROUP,c4,10000,0.99166476952064819,2.6831479999999996,201,0,0,0,0,0.77619893428063946
EQUAL,TOPSIS_GROUP,commoncrawl,9640,0.98958896619046577,3.0373938981766844,282,0,0,0,0,0.77368905243790254
EQUAL,TOPSIS_GROUP,github,203752,0.99431758068351184,2.2368534892353371,1244,1,0,4.9079272841493577e-06,0,0.86192086265192358
EQUAL,TOPSIS_GROUP,stackexchange,10000,0.99067015751470167,2.8586279999999999,237,3,0,0.00029999999999999997,0,0.82149362477231325
EQUAL,TOPSIS_GROUP,wikipedia,10000,0.99186616810266204,2.7978300000000003,115,0,0,0,0,0.87090739008419082
EQUAL,BPPGA20,ALL,261086,0.8671809916784301,10.762128581891028,104407,44028,13955,0.16863408991673243,597,0.50025857610756763
EQUAL,BPPGA20,arxiv,17523,0.69719670012219259,17.395637256217586,10601,6372,3451,0.36363636363636365,85,0.3508095605242868
EQUAL,BPPGA20,book,171,0.78726570187438494,13.453712253342911,86,32,13,0.1871345029239766,2,0.25925925925925924
EQUAL,BPPGA20,c4,10000,0.95758645463986469,6.2774720000000004,2095,281,24,0.0281,0,0.60384923817161185
EQUAL,BPPGA20,commoncrawl,9640,0.95327588302240684,6.3731448322170756,2090,352,69,0.036514522821576766,1,0.63528413910093295
EQUAL,BPPGA20,github,203752,0.82505383307296176,12.89708816191043,100776,48432,18954,0.23770073422592169,361,0.53212768357333529
EQUAL,BPPGA20,stackexchange,10000,0.941383108217831,7.1584679999999992,2554,546,110,0.054600000000000003,1,0.7021276595744681
EQUAL,BPPGA20,wikipedia,10000,0.93155329279553301,7.8040779999999996,2937,766,111,0.076600000000000001,0,0.74672489082969429
EQUAL,GEO_0.001,ALL,261086,0.92152080567394945,7.4999353009343492,67430,16429,6728,0.062925626038929705,296,0.84679045092838201
EQUAL,GEO_0.001,arxiv,17523,0.97074405175500533,4.7570040661928603,2388,413,7,0.023569023569023569,0,0.87781350482315113
EQUAL,GEO_0.001,book,171,0.76338829289365684,14.807975103450637,93,43,25,0.25146198830409355,0,0.54545454545454541
EQUAL,GEO_0.001,c4,10000,0.97887670508076663,4.3164760000000006,843,75,10,0.0074999999999999997,0,0.82648401826484019
EQUAL,GEO_0.001,commoncrawl,9640,0.97943217857304654,4.2185891255315857,739,79,8,0.0081950207468879672,0,0.84145176695319956
EQUAL,GEO_0.001,github,203752,0.91957336424735947,8.2865095571305485,62953,17335,5877,0.085078919470729125,16,0.73618507945975886
EQUAL,GEO_0.001,stackexchange,10000,0.97567150616471476,4.5861799999999997,983,120,18,0.012,0,0.83486238532110091
EQUAL,GEO_0.001,wikipedia,10000,0.98343064087830601,3.6421379999999997,641,62,6,0.0061999999999999998,0,0.92678227360308285
EQUAL,BPPGA15,ALL,261086,0.86812690657863767,10.715444286250579,103886,43595,13844,0.16697563255019418,593,0.50125061093062706
EQUAL,BPPGA15,arxiv,17523,0.69683076276918454,17.406900365568731,10612,6365,3464,0.36323688866061749,85,0.35028901734104045
EQUAL,BPPGA15,book,171,0.78704490364077062,13.47423138743545,85,33,13,0.19298245614035087,2,0.25925925925925924
EQUAL,BPPGA15,c4,10000,0.95846680719266808,6.2271460000000003,2064,266,21,0.026599999999999999,0,0.60384923817161185
EQUAL,BPPGA15,commoncrawl,9640,0.95577225621956152,6.2072687281555075,1982,315,60,0.032676348547717844,1,0.64085106382978718
EQUAL,BPPGA15,github,203752,0.82586263218282419,12.858720393636355,100424,48236,18838,0.23673878047822844,349,0.53761980227907324
EQUAL,BPPGA15,stackexchange,10000,0.94334358854543632,7.0360900000000006,2509,527,100,0.052699999999999997,1,0.70502983802216534
EQUAL,BPPGA15,wikipedia,10000,0.93607469554874678,7.5162779999999998,2783,693,90,0.0693,0,0.76211453744493396
EQUAL,BPPGA25,ALL,261086,0.86704303070366584,10.767710164520631,104441,44086,13991,0.16885623894042576,597,0.50034478795540738
EQUAL,BPPGA25,arxiv,17523,0.69734799337252895,17.390890883453203,10600,6367,3451,0.36335102436797351,85,0.3508095605242868
EQUAL,BPPGA25,book,171,0.78716010271917813,13.460551964707088,86,32,13,0.1871345029239766,2,0.25925925925925924
EQUAL,BPPGA25,c4,10000,0.95752989856729875,6.2815699999999994,2096,281,24,0.0281,0,0.60256410256410253
EQUAL,BPPGA25,commoncrawl,9640,0.95322425219647133,6.376971384790207,2090,353,69,0.03661825726141079,1,0.63528413910093295
EQUAL,BPPGA25,github,203752,0.82482498976655672,12.905079427209669,100786,48493,19003,0.23800011779025482,360,0.53178212983498097
EQUAL,BPPGA25,stackexchange,10000,0.94122828737228315,7.1681919999999995,2558,548,110,0.054800000000000001,1,0.7021276595744681
EQUAL,BPPGA25,wikipedia,10000,0.93149009535890126,7.8073740000000003,2938,768,112,0.076799999999999993,0,0.74672489082969429
EQUAL,GEO_0.0001,ALL,261086,0.92122842138865857,7.5134004529844667,67585,16492,6755,0.063166925840527646,297,0.84665982954344521
EQUAL,GEO_0.0001,arxiv,17523,0.97057595417935205,4.770122214604382,2401,417,7,0.023797294983735662,0,0.87781350482315113
EQUAL,GEO_0.0001,book,171,0.76307629538963673,14.814814814814818,94,43,25,0.25146198830409355,0,0.54545454545454541
EQUAL,GEO_0.0001,c4,10000,0.97880092829600929,4.3239320000000001,848,75,10,0.0074999999999999997,0,0.82648401826484019
EQUAL,GEO_0.0001,commoncrawl,9640,0.9793809322035848,4.2237177390196452,740,79,8,0.0081950207468879672,0,0.84145176695319956
EQUAL,GEO_0.0001,github,203752,0.91932728991008494,8.2998014474883313,63103,17392,5907,0.085358671325925631,16,0.73574136388806066
EQUAL,GEO_0.0001,stackexchange,10000,0.97562050044020499,4.5910599999999997,987,123,18,0.0123,0,0.83486238532110091
EQUAL,GEO_0.0001,wikipedia,10000,0.98338282495782858,3.6471660000000004,642,63,6,0.0063,0,0.92492781520692979
EQUAL,GEO_0.01,ALL,261086,0.92447940148189522,7.3680371952881778,65954,15930,6434,0.061014378404050773,279,0.84829392609372789
EQUAL,GEO_0.01,arxiv,17523,0.9721770989624815,4.6405339276597095,2278,372,5,0.02122924156822462,0,0.87781350482315113
EQUAL,GEO_0.01,book,171,0.77683538531691765,14.513867514790876,92,42,25,0.24561403508771928,0,0.54545454545454541
EQUAL,GEO_0.01,c4,10000,0.9795663183396629,4.2464440000000003,805,69,7,0.0068999999999999999,0,0.82648401826484019
EQUAL,GEO_0.01,commoncrawl,9640,0.97992651252149843,4.1694185706168971,711,74,5,0.0076763485477178419,0,0.84145176695319956
EQUAL,GEO_0.01,github,203752,0.92198667244264876,8.1553398288933572,61665,16740,5612,0.082158702736660247,16,0.73907476954592011
EQUAL,GEO_0.01,stackexchange,10000,0.97616635788566353,4.5391539999999999,962,117,18,0.0117,0,0.83486238532110091
EQUAL,GEO_0.01,wikipedia,10000,0.98390543663905439,3.5914519999999999,612,58,5,0.0057999999999999996,0,0.92864030858244939
GROUP_EQUAL,GROUP_CRITIC,ALL,261086,0.99742255468269103,1.4613318401523994,707,0,0,0,0,0.9265791027154664
GROUP_EQUAL,GROUP_CRITIC,arxiv,17523,0.99920662548096573,0.82330645803156988,2,0,0,0,0,0.92421746293245466
GROUP_EQUAL,GROUP_CRITIC,book,171,0.99812081503347938,1.2653466023733799,0,0,0,0,0,0.78947368421052633
GROUP_EQUAL,GROUP_CRITIC,c4,10000,0.99789895997498967,1.3891359999999999,0,0,0,0,0,0.88857412653446644
GROUP_EQUAL,GROUP_CRITIC,commoncrawl,9640,0.99762158930350964,1.4615214097553417,1,0,0,0,0,0.90138067061143989
GROUP_EQUAL,GROUP_CRITIC,github,203752,0.99700408972345833,1.6279557320984068,251,0,0,0,0,0.91521361094139209
GROUP_EQUAL,GROUP_CRITIC,stackexchange,10000,0.99758724116787234,1.4482079999999999,9,0,0,0,0,0.92122958693563883
GROUP_EQUAL,GROUP_CRITIC,wikipedia,10000,0.99608518785685196,1.842112,9,0,0,0,0,0.94174757281553401
GROUP_EQUAL,TOPSIS_CRITIC,ALL,261086,0.97950598243820053,3.4829758882919086,11918,4511,2475,0.017277831825528753,0,0.86127250044555337
GROUP_EQUAL,TOPSIS_CRITIC,arxiv,17523,0.98782249609439754,3.3481514022826797,664,6,0,0.00034240712206813899,0,0.66302800189843381
GROUP_EQUAL,TOPSIS_CRITIC,book,171,0.96753545971632249,5.095584966314421,17,5,2,0.029239766081871343,0,0.61904761904761907
GROUP_EQUAL,TOPSIS_CRITIC,c4,10000,0.98978948542589518,3.019396,278,1,0,0.0001,0,0.76056338028169013
GROUP_EQUAL,TOPSIS_CRITIC,commoncrawl,9640,0.98356880617200371,3.8011311788708873,614,36,0,0.0037344398340248964,0,0.71682991985752453
