base_model,correction,dataset,role,n,rmse_mean_loss,mae_mean_loss,bias_observed_minus_pred_mean_loss,r2_mean_loss,spearman_mean_loss,rmse_domain_macro,mae_domain_macro,rmse_pooled_all_domains,r2_domain_macro,spearman_domain_macro
quadratic_ridge_qproxy,C0_none,A14_A15_est_70b,supplied_estimate_extrapolation_audit,63,3.953075040438823,3.935198465229525,-3.935198465229525,-1439.4447318538998,-0.6632584485407066,3.989905182411378,3.935198465229524,4.008016318456828,-384.1602552568384,0.5295570149258164
quadratic_ridge_qproxy,C1_global,A4_A5_train_1m,base_fit,512,0.1844319052421286,0.1401723003334728,-1.2663481374630692e-16,0.6769209421905429,0.8285032823210996,0.2087552391927552,0.1582257085741981,0.2281812033453842,0.9200865632602708,0.9590154423202368
quadratic_ridge_qproxy,C1_global,A6_A7_test_1m,same_scale_retrospective; also_scale_calibration_member,256,0.2221708939665682,0.1755523609890813,-0.0436265636630203,0.3599188042147729,0.6924224650949874,0.257753203995714,0.2021712896566114,0.28459804087601,0.865837400654956,0.9343672421078576
quadratic_ridge_qproxy,C1_global,A8_A9_test_60m,scale_calibration_in_sample,256,0.2204173398189991,0.1748038697124816,-0.0436265636630202,-0.0140989898151679,0.6654397459372854,0.4765682320768495,0.4116264720098181,0.550556565431695,-0.0104676019919467,0.9298741020652498
quadratic_ridge_qproxy,C1_global,A10_A11_test_1b,cross_scale_retrospective,64,0.2269521696656494,0.1926659651260228,-0.1692833218449828,-18.092387014772864,0.4907509157509158,0.4838100749055475,0.4296121669606182,0.6609114646985359,-9.780621843230564,0.8427761341222877
quadratic_ridge_qproxy,C1_global,A12_A13_est_10b,supplied_estimate_extrapolation_audit,63,0.451861433310065,0.3675894043966247,-0.2693907910204347,-21.101925702196866,-0.5859254992319509,0.6967602382048668,0.5737967355704752,0.7488389902835005,-6.767370326384166,0.610586316897673
quadratic_ridge_qproxy,C1_global,A14_A15_est_70b,supplied_estimate_extrapolation_audit,63,0.3777830347235953,0.3121058098426704,0.0412880942811156,-12.155621938855688,-0.6632584485407066,0.6854537981058899,0.5670673731431205,0.7616512029799413,-9.510967326812402,0.5295570149258164
quadratic_ridge_qproxy,C1_domain,A4_A5_train_1m,base_fit,512,0.1844319052421286,0.1401723003334728,-1.2663481374630692e-16,0.6769209421905429,0.8285032823210996,0.2087552391927552,0.1582257085741981,0.2281812033453842,0.9200865632602708,0.9590154423202368
quadratic_ridge_qproxy,C1_domain,A6_A7_test_1m,same_scale_retrospective; also_scale_calibration_member,256,0.2221708939665682,0.1755523609890813,-0.0436265636630203,0.3599188042147729,0.6924224650949874,0.257753203995714,0.2021712896566114,0.28459804087601,0.865837400654956,0.9343672421078576
quadratic_ridge_qproxy,C1_domain,A8_A9_test_60m,scale_calibration_in_sample,256,0.220417339818999,0.1748038697124816,-0.0436265636630203,-0.0140989898151679,0.6654397459372854,0.3119567141417649,0.2498863049333102,0.3706331333700989,0.6566906867402776,0.9298741020652498
