axis,to_domain,from_domain,to_index,from_index,derivative_per_fraction,loss_change_per_1pp_linearization,pair_logratio_elasticity,finite_difference,finite_step,finite_delta_loss,min_convex_weight,witness_reconstruction_max_error,finite_endpoints_in_training_convex_hull,one_percentage_point_support_verified
Q_A_topsis_0_1,pubmed_central,stackexchange,3,8,0.22793834407282798,0.0022793834407282797,0.005069431185568725,0.22793834407508484,0.0001,2.2793834407508484e-05,0.0019481131133079889,4.163336342344337e-17,True,False
quality_score_soft_proxy_0_1,pubmed_central,stackexchange,3,8,0.41959238757807604,0.00419592387578076,0.009331886407562546,0.4195923875816021,0.0001,4.195923875816021e-05,0.0019481131133079889,4.163336342344337e-17,True,False
Q_A_topsis_0_1,pubmed_central,enron_emails,3,9,4.529344706747113,0.04529344706747113,0.004117907502052167,4.5293447067473736,0.0001,0.00045293447067473736,0.0017659474589094982,5.551115123125783e-17,True,False
quality_score_soft_proxy_0_1,pubmed_central,enron_emails,3,9,4.653096131765373,0.04653096131765373,0.004230417578998447,4.653096131765899,0.0001,0.0004653096131765899,0.0017659474589094982,5.551115123125783e-17,True,False
Q_A_topsis_0_1,pubmed_central,gutenberg_pg_19,3,10,0.26653535701363196,0.0026653535701363197,0.0037111399130901916,0.2665353570119322,0.0001,2.665353570119322e-05,0.0019433326836286126,5.551115123125783e-17,True,False
quality_score_soft_proxy_0_1,pubmed_central,gutenberg_pg_19,3,10,0.28652649624913973,0.0028652649624913975,0.003989489155593286,0.2865264962470526,0.0001,2.8652649624927307e-05,0.0019433326836286126,5.551115123125783e-17,True,False
Q_A_topsis_0_1,pubmed_central,pile_cc,3,11,0.07261296504529502,0.0007261296504529502,0.001773798931636965,0.07261296504523784,0.0001,7.261296504523784e-06,0.0019492141204051456,5.551115123125783e-17,True,False
quality_score_soft_proxy_0_1,pubmed_central,pile_cc,3,11,0.09592603934531596,0.0009592603934531597,0.0023432937355022947,0.09592603934738264,0.0001,9.592603934738264e-06,0.0019492141204051456,5.551115123125783e-17,True,False
Q_A_topsis_0_1,pubmed_central,ubuntu_irc,3,12,2.2589354164927773,0.022589354164927772,0.015831677548625415,2.2589354164903597,0.0001,0.00022589354164903597,0.001932983987656894,4.163336342344337e-17,True,False
quality_score_soft_proxy_0_1,pubmed_central,ubuntu_irc,3,12,2.3745529084532246,0.023745529084532247,0.016641979090818465,2.3745529084528982,0.0001,0.00023745529084528982,0.001932983987656894,4.163336342344337e-17,True,False
Q_A_topsis_0_1,pubmed_central,europarl,3,13,1.2353496205488792,0.012353496205488793,0.005931608655316068,1.235349620547499,0.0001,0.00012353496205452785,0.0019187875998629548,4.163336342344337e-17,True,False
quality_score_soft_proxy_0_1,pubmed_central,europarl,3,13,1.3828384577276744,0.013828384577276745,0.006639785554082216,1.3828384577285746,0.0001,0.00013828384577285746,0.0019187875998629548,4.163336342344337e-17,True,False
